id,org_id,workflow_id,current_stage_id,latest_history_id,created_by,created_at,updated_at
1946793b-a0e1-49e3-b381-35eeed130aed,b965cb47-bc52-4e90-a87a-b8d1f8cc03a8,,,8f9da12e-895c-43dc-b09b-25a04dea45f5,880d6dc0-03cc-4ed6-a070-e289bd2460f5,2025-01-21 20:18:09.182117+00,2025-01-21 20:18:09.182117+00
